index,date,season,year,month,hour,holiday,weekday,workingday,weather,temp,feels_like,hum,windspeed
0,1/7/12,1,1,1,0,0,6,0,1,0.36,0.3485,0.5,0.1642
1,1/7/12,1,1,1,1,0,6,0,1,0.38,0.3939,0.46,0.1642
2,1/7/12,1,1,1,2,0,6,0,1,0.36,0.3636,0.5,0.1045
3,1/7/12,1,1,1,3,0,6,0,1,0.32,0.3333,0.57,0.1045
4,1/7/12,1,1,1,4,0,6,0,1,0.32,0.3333,0.57,0.0896
5,1/7/12,1,1,1,5,0,6,0,1,0.26,0.2727,0.75,0.1045
6,1/7/12,1,1,1,6,0,6,0,1,0.26,0.2727,0.75,0.1045
7,1/7/12,1,1,1,7,0,6,0,1,0.22,0.2273,0.87,0.194
8,1/7/12,1,1,1,8,0,6,0,1,0.24,0.2576,0.75,0.1045
9,1/7/12,1,1,1,9,0,6,0,1,0.22,0.2273,0.8,0.1343
10,1/7/12,1,1,1,10,0,6,0,1,0.28,0.303,0.75,0.0896
11,1/7/12,1,1,1,11,0,6,0,1,0.34,0.3182,0.57,0.2239
12,1/7/12,1,1,1,12,0,6,0,1,0.4,0.4091,0.43,0.2239
13,1/7/12,1,1,1,13,0,6,0,1,0.44,0.4394,0.44,0.194
14,1/7/12,1,1,1,14,0,6,0,1,0.5,0.4848,0.42,0.2836
15,1/7/12,1,1,1,15,0,6,0,1,0.58,0.5455,0.37,0.2985
16,1/7/12,1,1,1,16,0,6,0,2,0.56,0.5303,0.37,0.2836
17,1/7/12,1,1,1,17,0,6,0,2,0.54,0.5152,0.43,0.1343
18,1/7/12,1,1,1,18,0,6,0,1,0.54,0.5152,0.45,0.1343
19,1/7/12,1,1,1,19,0,6,0,1,0.52,0.5,0.42,0.1045
20,1/7/12,1,1,1,20,0,6,0,1,0.5,0.4848,0.39,0.2537
21,1/7/12,1,1,1,21,0,6,0,1,0.44,0.4394,0.44,0.2239
22,1/7/12,1,1,1,22,0,6,0,1,0.44,0.4394,0.38,0.2537
23,1/7/12,1,1,1,23,0,6,0,1,0.42,0.4242,0.38,0.2239
24,1/26/12,1,1,1,0,0,4,1,2,0.28,0.2879,0.75,0.1045
25,1/26/12,1,1,1,1,0,4,1,2,0.28,0.3182,0.75,0
26,1/26/12,1,1,1,2,0,4,1,2,0.28,0.2727,0.75,0.1642
27,1/26/12,1,1,1,3,0,4,1,2,0.28,0.303,0.75,0.0896
28,1/26/12,1,1,1,4,0,4,1,1,0.28,0.3182,0.75,0
29,1/26/12,1,1,1,5,0,4,1,2,0.3,0.3182,0.75,0.1045
30,1/26/12,1,1,1,6,0,4,1,2,0.28,0.3182,0.81,0
31,1/26/12,1,1,1,7,0,4,1,2,0.28,0.303,0.81,0.0896
32,1/26/12,1,1,1,8,0,4,1,2,0.28,0.303,0.81,0.0896
33,1/26/12,1,1,1,9,0,4,1,2,0.3,0.3333,0.81,0
34,1/26/12,1,1,1,10,0,4,1,2,0.3,0.303,0.81,0.1343
35,1/26/12,1,1,1,11,0,4,1,2,0.3,0.3182,0.87,0.1045
36,1/26/12,1,1,1,12,0,4,1,2,0.34,0.3333,0.81,0.1343
37,1/26/12,1,1,1,13,0,4,1,2,0.38,0.3939,0.71,0
38,1/26/12,1,1,1,14,0,4,1,2,0.4,0.4091,0.71,0.1045
39,1/26/12,1,1,1,15,0,4,1,2,0.42,0.4242,0.71,0.1045
40,1/26/12,1,1,1,16,0,4,1,2,0.4,0.4091,0.71,0.0896
41,1/26/12,1,1,1,17,0,4,1,2,0.42,0.4242,0.71,0
42,1/26/12,1,1,1,18,0,4,1,2,0.42,0.4242,0.71,0
43,1/26/12,1,1,1,19,0,4,1,2,0.4,0.4091,0.76,0.1045
44,1/26/12,1,1,1,20,0,4,1,2,0.4,0.4091,0.82,0.1343
45,1/26/12,1,1,1,21,0,4,1,2,0.4,0.4091,0.76,0.1045
46,1/26/12,1,1,1,22,0,4,1,1,0.38,0.3939,0.82,0.1045
47,1/26/12,1,1,1,23,0,4,1,2,0.4,0.4091,0.82,0
48,1/29/12,1,1,1,0,0,0,0,1,0.3,0.2879,0.33,0.2239
49,1/29/12,1,1,1,1,0,0,0,1,0.3,0.2727,0.28,0.3582
50,1/29/12,1,1,1,2,0,0,0,1,0.28,0.2576,0.26,0.3284
51,1/29/12,1,1,1,3,0,0,0,1,0.26,0.2576,0.28,0.194
52,1/29/12,1,1,1,4,0,0,0,1,0.24,0.2576,0.3,0
53,1/29/12,1,1,1,5,0,0,0,1,0.2,0.2121,0.51,0.1343
54,1/29/12,1,1,1,6,0,0,0,1,0.2,0.2273,0.4,0.1045
55,1/29/12,1,1,1,7,0,0,0,1,0.2,0.2121,0.37,0.1343
56,1/29/12,1,1,1,8,0,0,0,1,0.18,0.197,0.4,0.1343
57,1/29/12,1,1,1,9,0,0,0,1,0.18,0.197,0.43,0.1343
58,1/29/12,1,1,1,10,0,0,0,1,0.24,0.2424,0.35,0.1343
59,1/29/12,1,1,1,11,0,0,0,1,0.28,0.2727,0.28,0.2239
60,1/29/12,1,1,1,12,0,0,0,1,0.32,0.303,0.26,0.2239
61,1/29/12,1,1,1,13,0,0,0,1,0.32,0.303,0.26,0.2239
62,1/29/12,1,1,1,14,0,0,0,1,0.32,0.303,0.26,0.2537
63,1/29/12,1,1,1,15,0,0,0,1,0.36,0.3333,0.25,0.2836
64,1/29/12,1,1,1,16,0,0,0,1,0.36,0.3333,0.21,0.4179
65,1/29/12,1,1,1,17,0,0,0,1,0.36,0.3333,0.21,0.4179
66,1/29/12,1,1,1,18,0,0,0,1,0.34,0.303,0.23,0.3582
67,1/29/12,1,1,1,19,0,0,0,1,0.32,0.303,0.29,0.2537
68,1/29/12,1,1,1,20,0,0,0,1,0.3,0.2879,0.39,0.2239
69,1/29/12,1,1,1,21,0,0,0,1,0.3,0.2879,0.33,0.2836
70,1/29/12,1,1,1,22,0,0,0,1,0.32,0.2879,0.26,0.3881
71,1/29/12,1,1,1,23,0,0,0,1,0.3,0.2727,0.33,0.3284
72,3/2/12,1,1,3,0,0,5,1,1,0.34,0.3333,0.53,0.1642
73,3/2/12,1,1,3,1,0,5,1,1,0.34,0.3182,0.49,0.2239
74,3/2/12,1,1,3,2,0,5,1,1,0.34,0.3182,0.53,0.2836
75,3/2/12,1,1,3,3,0,5,1,1,0.32,0.3182,0.57,0.194
76,3/2/12,1,1,3,4,0,5,1,1,0.32,0.3485,0.61,0
77,3/2/12,1,1,3,5,0,5,1,1,0.3,0.3333,0.7,0
78,3/2/12,1,1,3,6,0,5,1,1,0.3,0.3333,0.7,0
79,3/2/12,1,1,3,7,0,5,1,1,0.3,0.3333,0.7,0
80,3/2/12,1,1,3,8,0,5,1,1,0.28,0.303,0.75,0.0896
81,3/2/12,1,1,3,9,0,5,1,1,0.3,0.3333,0.81,0
82,3/2/12,1,1,3,10,0,5,1,1,0.36,0.3485,0.5,0.1642
83,3/2/12,1,1,3,11,0,5,1,1,0.38,0.3939,0.46,0.194
84,3/2/12,1,1,3,12,0,5,1,1,0.4,0.4091,0.43,0.1642
85,3/2/12,1,1,3,13,0,5,1,1,0.42,0.4242,0.44,0.2239
86,3/2/12,1,1,3,14,0,5,1,2,0.44,0.4394,0.44,0.2836
87,3/2/12,1,1,3,15,0,5,1,2,0.42,0.4242,0.5,0.2985
88,3/2/12,1,1,3,16,0,5,1,3,0.4,0.4091,0.58,0.2985
89,3/2/12,1,1,3,17,0,5,1,3,0.36,0.3485,0.81,0.2239
90,3/2/12,1,1,3,18,0,5,1,3,0.36,0.3485,0.87,0.194
91,3/2/12,1,1,3,19,0,5,1,3,0.36,0.3485,0.87,0.194
92,3/2/12,1,1,3,20,0,5,1,2,0.36,0.3485,0.87,0.194
93,3/2/12,1,1,3,21,0,5,1,3,0.36,0.3636,0.87,0.0896
94,3/2/12,1,1,3,22,0,5,1,2,0.36,0.3788,0.87,0
95,3/2/12,1,1,3,23,0,5,1,2,0.36,0.3788,0.87,0
96,3/9/12,1,1,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627
97,3/9/12,1,1,3,1,0,5,1,3,0.56,0.5303,0.52,0.4925
98,3/9/12,1,1,3,2,0,5,1,3,0.48,0.4697,0.77,0.4179
99,3/9/12,1,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224
100,3/9/12,1,1,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836
101,3/9/12,1,1,3,5,0,5,1,3,0.4,0.4091,0.66,0.2836
102,3/9/12,1,1,3,6,0,5,1,2,0.4,0.4091,0.5,0.3582
103,3/9/12,1,1,3,7,0,5,1,2,0.38,0.3939,0.4,0.2985
104,3/9/12,1,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224
105,3/9/12,1,1,3,9,0,5,1,2,0.34,0.2879,0.42,0.5224
106,3/9/12,1,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925
107,3/9/12,1,1,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582
108,3/9/12,1,1,3,12,0,5,1,1,0.36,0.3333,0.34,0.4179
109,3/9/12,1,1,3,13,0,5,1,2,0.38,0.3939,0.29,0.3881
110,3/9/12,1,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627
111,3/9/12,1,1,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537
112,3/9/12,1,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179
113,3/9/12,1,1,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881
114,3/9/12,1,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224
115,3/9/12,1,1,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119
116,3/9/12,1,1,3,20,0,5,1,1,0.38,0.3939,0.32,0.3582
117,3/9/12,1,1,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284
118,3/9/12,1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925
119,3/9/12,1,1,3,23,0,5,1,1,0.32,0.303,0.33,0.2985
120,3/12/12,1,1,3,0,0,1,1,1,0.38,0.3939,0.54,0.194
121,3/12/12,1,1,3,1,0,1,1,1,0.38,0.3939,0.5,0.1343
122,3/12/12,1,1,3,2,0,1,1,1,0.38,0.3939,0.54,0.1045
123,3/12/12,1,1,3,3,0,1,1,1,0.36,0.3485,0.5,0.1343
124,3/12/12,1,1,3,4,0,1,1,1,0.34,0.3333,0.61,0.194
125,3/12/12,1,1,3,5,0,1,1,1,0.34,0.3333,0.61,0.194
126,3/12/12,1,1,3,6,0,1,1,1,0.34,0.3485,0.57,0.1045
127,3/12/12,1,1,3,7,0,1,1,1,0.34,0.3485,0.53,0.1045
128,3/12/12,1,1,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343
129,3/12/12,1,1,3,9,0,1,1,1,0.38,0.3939,0.54,0.1642
130,3/12/12,1,1,3,10,0,1,1,1,0.4,0.4091,0.5,0.2239
131,3/12/12,1,1,3,11,0,1,1,1,0.44,0.4394,0.44,0.2239
132,3/12/12,1,1,3,12,0,1,1,1,0.48,0.4697,0.39,0.2239
133,3/12/12,1,1,3,13,0,1,1,2,0.54,0.5152,0.32,0.2537
134,3/12/12,1,1,3,14,0,1,1,2,0.58,0.5455,0.32,0.2836
135,3/12/12,1,1,3,15,0,1,1,1,0.56,0.5303,0.4,0.1343
136,3/12/12,1,1,3,16,0,1,1,1,0.62,0.6212,0.35,0.4478
137,3/12/12,1,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179
138,3/12/12,1,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.194
139,3/12/12,1,1,3,19,0,1,1,2,0.56,0.5303,0.49,0.2239
140,3/12/12,1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239
141,3/12/12,1,1,3,21,0,1,1,2,0.54,0.5152,0.56,0.2239
142,3/12/12,1,1,3,22,0,1,1,2,0.56,0.5303,0.56,0.2239
143,3/12/12,1,1,3,23,0,1,1,1,0.56,0.5303,0.56,0.2239
144,3/14/12,1,1,3,0,0,3,1,1,0.54,0.5152,0.6,0.1045
145,3/14/12,1,1,3,1,0,3,1,1,0.52,0.5,0.63,0.0896
146,3/14/12,1,1,3,2,0,3,1,1,0.5,0.4848,0.68,0.194
147,3/14/12,1,1,3,3,0,3,1,1,0.48,0.4697,0.72,0.194
148,3/14/12,1,1,3,4,0,3,1,1,0.48,0.4697,0.67,0.0896
149,3/14/12,1,1,3,5,0,3,1,1,0.44,0.4394,0.82,0.1343
150,3/14/12,1,1,3,6,0,3,1,1,0.44,0.4394,0.82,0.0896
151,3/14/12,1,1,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045
152,3/14/12,1,1,3,8,0,3,1,1,0.44,0.4394,0.82,0
153,3/14/12,1,1,3,9,0,3,1,1,0.52,0.5,0.68,0
154,3/14/12,1,1,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045
155,3/14/12,1,1,3,11,0,3,1,2,0.62,0.6212,0.41,0.1642
156,3/14/12,1,1,3,12,0,3,1,2,0.64,0.6212,0.29,0
157,3/14/12,1,1,3,13,0,3,1,1,0.66,0.6212,0.27,0.2239
158,3/14/12,1,1,3,14,0,3,1,1,0.7,0.6364,0.23,0.3284
159,3/14/12,1,1,3,15,0,3,1,1,0.7,0.6364,0.24,0
160,3/14/12,1,1,3,16,0,3,1,1,0.72,0.6364,0.25,0.194
161,3/14/12,1,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896
162,3/14/12,1,1,3,18,0,3,1,1,0.7,0.6364,0.32,0
163,3/14/12,1,1,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642
164,3/14/12,1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045
165,3/14/12,1,1,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896
166,3/14/12,1,1,3,22,0,3,1,1,0.52,0.5,0.55,0.1343
167,3/14/12,1,1,3,23,0,3,1,1,0.56,0.5303,0.43,0.1642
168,3/17/12,1,1,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896
169,3/17/12,1,1,3,1,0,6,0,2,0.44,0.4394,0.94,0
170,3/17/12,1,1,3,2,0,6,0,2,0.44,0.4394,0.88,0
171,3/17/12,1,1,3,3,0,6,0,2,0.44,0.4394,0.88,0
172,3/17/12,1,1,3,4,0,6,0,2,0.42,0.4242,0.94,0
173,3/17/12,1,1,3,5,0,6,0,2,0.42,0.4242,0.94,0.0896
174,3/17/12,1,1,3,6,0,6,0,2,0.42,0.4242,0.94,0.194
175,3/17/12,1,1,3,7,0,6,0,2,0.4,0.4091,1,0.1343
176,3/17/12,1,1,3,8,0,6,0,2,0.42,0.4242,0.94,0.1045
177,3/17/12,1,1,3,9,0,6,0,2,0.44,0.4394,0.88,0.0896
178,3/17/12,1,1,3,10,0,6,0,2,0.5,0.4848,0.77,0.0896
179,3/17/12,1,1,3,11,0,6,0,2,0.52,0.5,0.77,0.1343
180,3/17/12,1,1,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642
181,3/17/12,1,1,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045
182,3/17/12,1,1,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896
183,3/17/12,1,1,3,15,0,6,0,1,0.64,0.6212,0.53,0.1343
184,3/17/12,1,1,3,16,0,6,0,1,0.64,0.6212,0.5,0
185,3/17/12,1,1,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343
186,3/17/12,1,1,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985
187,3/17/12,1,1,3,19,0,6,0,1,0.58,0.5455,0.64,0.2836
188,3/17/12,1,1,3,20,0,6,0,1,0.56,0.5303,0.64,0.194
189,3/17/12,1,1,3,21,0,6,0,1,0.54,0.5152,0.68,0.1642
190,3/17/12,1,1,3,22,0,6,0,1,0.54,0.5152,0.68,0
191,3/17/12,1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642
192,3/21/12,2,1,3,0,0,3,1,1,0.52,0.5,0.88,0
193,3/21/12,2,1,3,1,0,3,1,1,0.52,0.5,0.83,0.0896
194,3/21/12,2,1,3,2,0,3,1,1,0.5,0.4848,0.88,0.1343
195,3/21/12,2,1,3,3,0,3,1,2,0.5,0.4848,0.88,0.194
196,3/21/12,2,1,3,4,0,3,1,2,0.5,0.4848,0.88,0.1343
197,3/21/12,2,1,3,5,0,3,1,2,0.5,0.4848,0.88,0.1343
198,3/21/12,2,1,3,6,0,3,1,2,0.48,0.4697,0.94,0.2239
199,3/21/12,2,1,3,7,0,3,1,3,0.48,0.4697,0.94,0.194
200,3/21/12,2,1,3,8,0,3,1,3,0.48,0.4697,0.94,0.1045
201,3/21/12,2,1,3,9,0,3,1,2,0.5,0.4848,0.88,0.1642
202,3/21/12,2,1,3,10,0,3,1,2,0.52,0.5,0.83,0.1642
203,3/21/12,2,1,3,11,0,3,1,2,0.52,0.5,0.83,0.1642
204,3/21/12,2,1,3,12,0,3,1,2,0.54,0.5152,0.77,0
205,3/21/12,2,1,3,13,0,3,1,2,0.54,0.5152,0.83,0
206,3/21/12,2,1,3,14,0,3,1,2,0.56,0.5303,0.78,0
207,3/21/12,2,1,3,15,0,3,1,2,0.56,0.5303,0.78,0
208,3/21/12,2,1,3,16,0,3,1,1,0.58,0.5455,0.73,0
209,3/21/12,2,1,3,17,0,3,1,1,0.6,0.5909,0.69,0.0896
210,3/21/12,2,1,3,18,0,3,1,1,0.6,0.5909,0.69,0
211,3/21/12,2,1,3,19,0,3,1,1,0.6,0.6061,0.64,0
212,3/21/12,2,1,3,20,0,3,1,1,0.56,0.5303,0.78,0.0896
213,3/21/12,2,1,3,21,0,3,1,1,0.54,0.5152,0.83,0.1045
214,3/21/12,2,1,3,22,0,3,1,1,0.52,0.5,0.83,0.1642
215,3/21/12,2,1,3,23,0,3,1,1,0.54,0.5152,0.77,0
216,3/24/12,2,1,3,0,0,6,0,1,0.58,0.5455,0.68,0
217,3/24/12,2,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896
218,3/24/12,2,1,3,2,0,6,0,1,0.54,0.5152,0.77,0.1045
219,3/24/12,2,1,3,3,0,6,0,1,0.54,0.5152,0.77,0.1045
220,3/24/12,2,1,3,4,0,6,0,1,0.52,0.5,0.83,0.0896
221,3/24/12,2,1,3,5,0,6,0,2,0.52,0.5,0.83,0.1642
222,3/24/12,2,1,3,6,0,6,0,2,0.52,0.5,0.83,0.1642
223,3/24/12,2,1,3,7,0,6,0,2,0.5,0.4848,0.88,0.1343
224,3/24/12,2,1,3,8,0,6,0,2,0.5,0.4848,0.94,0.194
225,3/24/12,2,1,3,9,0,6,0,2,0.52,0.5,0.83,0.1343
226,3/24/12,2,1,3,10,0,6,0,2,0.52,0.5,0.88,0.194
227,3/24/12,2,1,3,11,0,6,0,2,0.5,0.4848,0.94,0.194
228,3/24/12,2,1,3,12,0,6,0,3,0.52,0.5,0.94,0.2239
229,3/24/12,2,1,3,13,0,6,0,3,0.52,0.5,0.94,0.2537
230,3/24/12,2,1,3,14,0,6,0,3,0.52,0.5,0.88,0.3582
231,3/24/12,2,1,3,15,0,6,0,3,0.5,0.4848,0.94,0.4179
232,3/24/12,2,1,3,16,0,6,0,3,0.5,0.4848,0.94,0.2985
233,3/24/12,2,1,3,17,0,6,0,3,0.5,0.4848,0.88,0.2239
234,3/24/12,2,1,3,18,0,6,0,3,0.46,0.4545,0.94,0.2239
235,3/24/12,2,1,3,19,0,6,0,3,0.46,0.4545,0.94,0.1343
236,3/24/12,2,1,3,20,0,6,0,3,0.44,0.4394,1,0.194
237,3/24/12,2,1,3,21,0,6,0,3,0.44,0.4394,1,0.194
238,3/24/12,2,1,3,22,0,6,0,3,0.44,0.4394,1,0.2537
239,3/24/12,2,1,3,23,0,6,0,2,0.44,0.4394,0.94,0.2836
240,4/3/12,2,1,4,0,0,2,1,1,0.4,0.4091,0.43,0.1343
241,4/3/12,2,1,4,1,0,2,1,1,0.38,0.3939,0.46,0.2239
